"model","subject","term","estimate","std_error","t_value","p_value","conf_low","conf_high","n_languages"
"Microsoft_Phi4","international_law","(Intercept)",0.804054355077879,0.117257292568756,6.85717994560047,5.43995479310988e-06,0.554126352118635,1.05398235803712,17
"Microsoft_Phi4","international_law","avg_fertility",-0.100850758265247,0.0411373188123919,-2.45156371821849,0.0269584254063539,-0.188532877753467,-0.0131686387770266,17
"Microsoft_Phi4","global_facts","(Intercept)",0.407876745944489,0.0483051746262942,8.44374850313588,4.40158081224754e-07,0.304916703439089,0.51083678844989,17
"Microsoft_Phi4","global_facts","avg_fertility",-0.0146887619494916,0.0173855957162256,-0.844881141218702,0.411451071621177,-0.0517452820381266,0.0223677581391433,17
"Microsoft_Phi4","high_school_microeconomics","(Intercept)",0.857528644192874,0.148814006864289,5.76241888960694,3.75089716955353e-05,0.540339096889057,1.17471819149669,17
"Microsoft_Phi4","high_school_microeconomics","avg_fertility",-0.183933369528301,0.0528656073502877,-3.47926333863068,0.0033636601496406,-0.296613744290813,-0.0712529947657884,17
"OpenAI_GPT4o","elementary_mathematics","(Intercept)",1.00213840286879,0.124577693915925,8.0442844249879,8.04442842176973e-07,0.736607333784802,1.26766947195277,17
"OpenAI_GPT4o","elementary_mathematics","avg_fertility",-0.0894625544267973,0.0569526041471052,-1.57082464913669,0.137074593536334,-0.210854156654591,0.031929047800996,17
"OpenAI_GPT4o","high_school_geography","(Intercept)",0.952283424616488,0.155838849655679,6.11069336510458,1.99347102753699e-05,0.620120779337332,1.28444606989564,17
"OpenAI_GPT4o","high_school_geography","avg_fertility",-0.151094358790352,0.0683519882247935,-2.21053348577716,0.0430213548427182,-0.296783173030195,-0.00540554455050876,17
"OpenAI_GPT4o","international_law","(Intercept)",0.88857473501942,0.158878079499032,5.59280888730048,5.13364664240032e-05,0.549934124671798,1.22721534536704,17
"OpenAI_GPT4o","international_law","avg_fertility",-0.084539218597612,0.0719706910345497,-1.17463397089002,0.258452344433719,-0.237941115296826,0.068862678101602,17
